,title,genres,overview,production_companies,original_language,status,averageRating,numVotes,combined_features,index
1801,live free or die hard,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.","[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Wintergreen Productions', 'id': 11845}]",en,Released,7.1,384561.0,live free or die hard action thriller action thriller john mcclane is back and badder than ever and this time hes working for homeland security he calls on the services of a young hacker in his b to stop a ring of internet terrorists intent on taking control of americas computer infrastructure ingenious film partners twentieth century fox film corporation dune entertainment cheyenne enterprises wintergreen productions en en en,1801
1802,harry potter and the order of the phoenix,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]","Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]",en,Released,7.5,495818.0,harry potter and the order of the phoenix adventure fantasy family mystery adventure fantasy family mystery returning for his fifth year of study at hogwarts harry is stunned to find that his warnings about the return of lord voldemort have been ignored left with no choice harry takes matters into his own hands training a small group of students – dubbed dumbledores army – to defend themselves against the dark arts warner bros heyday films en en en,1802
1803,across the universe,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.","[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Team Todd', 'id': 598}]",en,Released,7.3,105175.0,across the universe adventure drama music romance adventure drama music romance musical based on the beatles songbook and set in the s england america and vietnam the love story of lucy and jude is intertwined with the anti-war movement and social protests of the s revolution studios team todd en en en,1803
1804,stardust,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Marv Films', 'id': 5374}, {'name': 'Vaughn Productions', 'id': 23420}]",en,Released,7.6,250792.0,stardust adventure fantasy romance family adventure fantasy romance family in a countryse town bordering on a magical land a young man makes a promise to his beloved that hell retrieve a fallen star by venturing into the magical realm his journey takes him into a world beyond his wildest dreams and reveals his true entity paramount pictures ingenious film partners di bonaventura pictures marv films vaughn productions en en en,1804
1805,the simpsons movie,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","[{'name': 'Gracie Films', 'id': 18}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",en,Released,7.3,305398.0,the simpsons movie animation comedy family animation comedy family after homer accentally pollutes the towns water supply springfield is encased in a gigantic dome by the epa and the simpsons are declared fugitives gracie films twentieth century fox film corporation en en en,1805
1806,the bourne ultimatum,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Ludlum Entertainment', 'id': 11347}, {'name': 'Motion Picture BETA Produktionsgesellschaft', 'id': 11348}, {'name': 'Bourne Again', 'id': 11349}]",en,Released,8.0,598324.0,the bourne ultimatum action drama mystery thriller action drama mystery thriller bourne is brought out of hing once again by reporter simon ross who is trying to unveil operation blackbriar an upgrade to project treadstone in a series of newspaper columns information from the reporter stirs a new set of memories and bourne must finally uncover his dark past while dodging the companys best efforts to eradicate him universal pictures the kennedy/marshall company ludlum entertainment motion picture beta produktionsgesellschaft bourne again en en en,1806
1807,superbad,"[{'id': 35, 'name': 'Comedy'}]","High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Apatow Productions', 'id': 10105}]",en,Released,7.6,512509.0,superbad comedy comedy high school best buddies are facing separation anxiety as they prepare to go off to college while attempting to score alcohol for a party with help from a fake -toting friend the guys evening takes a turn into chaotic territory columbia pictures apatow productions en en en,1807
1808,the king of kong,"[{'id': 99, 'name': 'Documentary'}]","In this hilarious arcade showdown, a humble novice goes head-to-head against the reigning Donkey Kong champ in a confrontation that rocks the gaming world to its processors! For over 20 years, Billy Mitchell has owned the throne of the Donkey Kong world. No one could beat his top score until now. Newcomer Steve Wiebe claims to have beaten the unbeatable, but Mitchell isn't ready to relinquish his crown without a fight. Go behind the barrels as the two battle it out in a vicious war to earn the title of the true King of Kong.","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Picturehouse', 'id': 52005}]",en,Released,8.1,34438.0,the king of kong documentary documentary in this hilarious arcade showdown a humble novice goes head-to-head against the reigning donkey kong champ in a confrontation that rocks the gaming world to its processors! for over years billy mitchell has owned the throne of the donkey kong world no one could beat his top score until now newcomer steve wiebe claims to have beaten the unbeatable but mitchell isnt ready to relinquish his crown without a fight go behind the barrels as the two battle it out in a vicious war to earn the title of the true king of kong new line cinema picturehouse en en en,1808
1809,"watch out, we're mad","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.","[{'name': 'Rizzoli Films', 'id': 1131}, {'name': 'Filmayer', 'id': 4960}, {'name': 'Capital Films', 'id': 9290}]",it,Released,7.5,10640.0,watch out were mad action comedy action comedy after a tied st place in a local stunt race two drivers start a contest to dece who of them will own the prize a dune buggy but when a mobster destroys the car they are determined to get it back rizzoli films filmayer capital films it it it,1809
1810,planet terror,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend Wray lead a team of accidental warriors into the night.","[{'name': 'Dimension Films', 'id': 7405}]",en,Released,7.1,197812.0,planet terror horror action thriller horror action thriller two doctors find their graveyard shift inundated with townspeople ravaged by sores among the wounded is cherry a dancer whose leg was ripped from her body as the invals quickly become enraged aggressors cherry and her ex-boyfriend wray lead a team of accental warriors into the night dimension films en en en,1810
