Index,Id,Title,Year,Rated,Runtime,Director,Writer,Actors,Plot,imdbRating,imdbVotes
1761,2219,Murder!,1930,TV-PG,92 min,Alfred Hitchcock,"Clemence Dane (from: ""Enter Sir John""), Helen Simpson (from: ""Enter Sir John""), Alfred Hitchcock (adapted by), Walter C. Mycroft (adapted by), Alma Reville (scenario)","Herbert Marshall, Norah Baring, Phyllis Konstam, Edward Chapman","A juror in a murder trial, after voting to convict, has second thoughts and begins to investigate on his own before the execution.",6.4,4570
1762,2221,Blackmail,1929,NOT RATED,85 min,Alfred Hitchcock,"Charles Bennett (from the play by), Alfred Hitchcock (adapted by), Benn W. Levy (dialogue)","Anny Ondra, Sara Allgood, Charles Paton, John Longden","After killing a man in self-defence, a young woman is blackmailed by a witness to the killing.",7,7787
1763,2227,The Lodger,1927,NOT RATED,68 min,Alfred Hitchcock,"Marie Belloc Lowndes (from the novel by), Eliot Stannard (scenario)","Marie Ault, Arthur Chesney, June Tripp, Malcolm Keen",A landlady suspects her new lodger is the madman killing women in London.,7.3,7684
1764,2231,Rounders,1998,R,121 min,John Dahl,"David Levien, Brian Koppelman","Matt Damon, Gretchen Mol, John Malkovich, Paul Cicero","A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school.",7.4,128314
1765,2232,Cube,1997,R,90 min,Vincenzo Natali,"André Bijelic, Vincenzo Natali, Graeme Manson","Nicole de Boer, Nicky Guadagni, David Hewlett, Andrew Miller",Six complete strangers of widely varying personality characteristics are involuntarily placed in an endless maze containing deadly traps.,7.3,175607
1766,2236,Simon Birch,1998,PG,114 min,Mark Steven Johnson,"Mark Steven Johnson (screenplay), John Irving (novel)","Joseph Mazzello, Ashley Judd, Oliver Platt, David Strathairn",A young boy with stunted growth is convinced that God has a great purpose for him.,6.9,19093
1767,2237,Without Limits,1998,PG-13,117 min,Robert Towne,"Robert Towne, Kenny Moore","Billy Crudup, Donald Sutherland, Monica Potter, Jeremy Sisto","The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to...",7.2,6057
1768,2238,Seven Beauties,1975,R,116 min,Lina Wertmüller,Lina Wertmüller,"Giancarlo Giannini, Fernando Rey, Shirley Stoler, Elena Fiore","The defense of honor, a strong value in Neapolitan society, and his effects on the life of everyman Pasquale Frafuso.",8,3802
1769,2239,Swept Away,1974,R,116 min,Lina Wertmüller,Lina Wertmüller,"Giancarlo Giannini, Mariangela Melato, Riccardo Salvino, Isa Danieli",A trip into the Mediterranean sea becomes a trip into the discovery of how society's frameworks of the rich and poor are delicate and temporary.,7.7,4221
1770,2240,My Bodyguard,1980,PG,102 min,Tony Bill,Alan Ormsby,"Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt","When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard.",7.1,7489
1771,2241,Class,1983,R,98 min,Lewis John Carlino,"Jim Kouf, David Greenwalt","Jacqueline Bisset, Rob Lowe, Andrew McCarthy, Cliff Robertson","A young man in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected.",5.9,8059
1772,2243,Broadcast News,1987,R,133 min,James L. Brooks,James L. Brooks,"William Hurt, Albert Brooks, Holly Hunter, Robert Prosky","Take two rival TV reporters: one handsome, one talented, both male. Add one producer, female. Mix well and watch the sparks fly.",7.2,22836
1773,2244,The Allnighter,1987,PG-13,108 min,Tamar Simon Hoffs,"Tamar Simon Hoffs, M.L. Kessler","Susanna Hoffs, Dedee Pfeiffer, Joan Cusack, John Terlesky","Molly, Val and Gina are graduating college, but on their final night, frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she's found....",4,901
1774,2245,Working Girl,1988,R,113 min,Mike Nichols,Kevin Wade,"Harrison Ford, Sigourney Weaver, Melanie Griffith, Alec Baldwin","When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",6.7,44421
1775,2246,Stars and Bars,1988,R,94 min,Pat O'Connor,"William Boyd (novel), William Boyd (screenplay)","Daniel Day-Lewis, Harry Dean Stanton, Kent Broadhurst, Maury Chaykin",A British art expert travels across America in order to purchase a rare Renoir painting in the South but comes across some crazy characters in the process.,4.8,672
1776,2247,Married to the Mob,1988,R,104 min,Jonathan Demme,"Barry Strugatz, Mark R. Burns","Paul Lazar, Alec Baldwin, Captain Haggerty, Marlene Willoughby","An undercover FBI agent falls in love with a recently widowed mafia wife, who is trying to restart her life following her husband's murder while being pursued by a libidinous mafia kingpin seeking to claim her for himself.",6.1,13455
1777,2248,Say Anything...,1989,PG-13,100 min,Cameron Crowe,Cameron Crowe,"John Cusack, Ione Skye, John Mahoney, Lili Taylor",A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.,7.4,71173
1778,2249,My Blue Heaven,1990,PG-13,97 min,Herbert Ross,Nora Ephron,"Steve Martin, Rick Moranis, Joan Cusack, Melanie Mayron","An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs.",6.2,16416
1779,2250,Men Don't Leave,1990,PG-13,115 min,Paul Brickman,"Barbara Benedek (screen story), Barbara Benedek (screenplay), Paul Brickman (screenplay), Moshé Mizrahi (film La Vie Continue)","Jessica Lange, Arliss Howard, Joan Cusack, Chris O'Donnell","A mother of two sons finds life considerably difficult on her own after the death of her beloved husband. Due to debt she must move them to Baltimore, and deal with the hardships and all ...",6.7,2024
1780,2252,Hero,1992,PG-13,119 min,Stephen Frears,"Laura Ziskin (story), Alvin Sargent (story), David Webb Peoples (story), David Webb Peoples (screenplay)","Dustin Hoffman, Geena Davis, Andy Garcia, Joan Cusack","A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.",6.5,18711
1781,2253,Toys,1992,PG-13,118 min,Barry Levinson,"Valerie Curtin, Barry Levinson","Robin Williams, Michael Gambon, Joan Cusack, Robin Wright","When a military general inherits a toy making company and begins making war toys, his employees band together to stop him before he ruins the name of Zevo Toys forever.",5,27753
1782,2254,Choices,1981,NOT RATED,90 min,Silvio Narizzano,Jon Stevens Alon,"Paul Carafotes, Victor French, Lelia Goldoni, Val Avery","Partially deaf teenager Carafotes becomes alienated when prevented from playing football because of his handicap. He must deal with his parents, coach, teammates, his new girlfried and a ...",4.6,209
1783,2255,Young Doctors in Love,1982,R,96 min,Garry Marshall,"Michael Elias, Rich Eustis","Sean Young, Michael McKean, Gary Friedkin, Kyle T. Heffner",An 'Airplane'-style spoof of hospital soap operas: a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; ...,5.2,2505
1784,2256,Parasite,1982,R,85 min,Charles Band,"Alan J. Adler, Michael Shoob, Frank Levering","Robert Glaudini, Demi Moore, Luca Bercovici, James Davidson","Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus, ...",3.5,1516
1785,2257,No Small Affair,1984,R,102 min,Jerry Schatzberg,"Craig Bolotin (story), Craig Bolotin (screenplay), Terence Mulcahy (screenplay)","Jon Cryer, Demi Moore, George Wendt, Peter Frechette","The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her, when he develops the picture. He finds out that she works as singer in a bar,...",5.5,1590
1786,2259,Blame It on Rio,1984,R,100 min,Stanley Donen,"Charlie Peters (screenplay), Larry Gelbart (screenplay)","Michael Caine, Joseph Bologna, Valerie Harper, Michelle Johnson",Best friends and their daughters holiday in Rio only for one to fall for the other's daughter.,5.7,8523
1787,2260,Wisdom,1987,R,109 min,Emilio Estevez,Emilio Estevez,"Demi Moore, Emilio Estevez, Tom Skerritt, Veronica Cartwright","Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.",5.7,2659
1788,2261,One Crazy Summer,1986,PG,93 min,Savage Steve Holland,Savage Steve Holland,"John Cusack, Linda Warren, Joel Murray, Grenville Cuyler",An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,6.4,11585
1789,2262,About Last Night...,1986,R,113 min,Edward Zwick,"David Mamet (play), Tim Kazurinsky (screenplay), Denise DeClue (screenplay)","Rob Lowe, Demi Moore, James Belushi, Elizabeth Perkins","A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends.",6.2,12303
1790,2263,The Seventh Sign,1988,R,97 min,Carl Schultz,"Clifford Green, Ellen Green","Demi Moore, Michael Biehn, Jürgen Prochnow, Peter Friedman","In Haiti, the sea and its lifeforms die; in the Middle East, a town is frozen. These are signs of the Apocalypse and the Vatican is investigating, but Father Lucci advises that these omens ...",5.9,11139
1791,2264,We're No Angels,1989,PG-13,106 min,Neil Jordan,"David Mamet, Ranald MacDougall (earlier screenplay), Albert Husson (play), Sam Spewack (play), Bella Spewack (play)","Robert De Niro, Sean Penn, Demi Moore, Hoyt Axton",Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,6,18625
1792,2265,Nothing But Trouble,1991,PG-13,94 min,Dan Aykroyd,"Peter Aykroyd (story), Dan Aykroyd (screenplay)","Chevy Chase, Dan Aykroyd, John Candy, Demi Moore",A businessman finds he and his friends the prisoners of a sadistic judge and his equally odd family in the backwoods of a bizarre mansion.,4.9,18751
1793,2266,The Butcher's Wife,1991,PG-13,107 min,Terry Hughes,"Ezra Litwak, Marjorie Schwartz","Demi Moore, Jeff Daniels, George Dzundza, Mary Steenburgen","A clairvoyant thinks she's met her husband to be because she's seen him in her dreams. They marry quickly, and return to the husband's (""the butcher""), home in the city. She has a big ...",5.3,5723
1794,2267,Mortal Thoughts,1991,R,102 min,Alan Rudolph,"William Reilly, Claude Kerven","Demi Moore, Glenne Headly, Bruce Willis, John Pankow",Two detectives interrogated a hairdresser on two homicides she may or may not have been involved in.,5.7,7261
1795,2268,A Few Good Men,1992,R,138 min,Rob Reiner,"Aaron Sorkin (play), Aaron Sorkin (screenplay)","Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,7.7,197357
1796,2269,Indecent Proposal,1993,R,117 min,Adrian Lyne,"Jack Engelhard (novel), Amy Holden Jones (screenplay)","Robert Redford, Demi Moore, Woody Harrelson, Seymour Cassel","A billionaire offers $1,000,000 to a young married couple for one night with the wife.",5.8,52039
1797,2271,Permanent Midnight,1998,R,88 min,David Veloz,"Jerry Stahl (book), David Veloz (screenplay)","Ben Stiller, Maria Bello, Jay Paulson, Spencer Garrett",A comedy writer struggles to overcome his addiction to heroin.,6.3,6268
1798,2272,One True Thing,1998,R,127 min,Carl Franklin,"Anna Quindlen (novel), Karen Croner (screenplay)","Meryl Streep, Renée Zellweger, William Hurt, Tom Everett Scott",A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.,7,9973
1799,2273,Rush Hour,1998,PG-13,98 min,Brett Ratner,"Ross LaManna (story), Jim Kouf (screenplay), Ross LaManna (screenplay)","Ken Leung, Jackie Chan, Tom Wilkinson, Tzi Ma","A loyal and dedicated Hong Kong inspector teams up with a reckless and loudmouthed LAPD detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",6.9,202750
1800,2275,Six-String Samurai,1998,PG-13,91 min,Lance Mungia,"Jeffrey Falcon, Lance Mungia","Jeffrey Falcon, Justin McGuire, Kim De Angelo, Stephane Gauger","In the post-apocalyptic world of 1960s Nevada, a rock 'n' roll samurai on his way to Lost Vegas takes a young orphan boy under his protection as Death and his metalhead Horsemen chase after them.",6.7,5981
1801,2276,A Soldier's Daughter Never Cries,1998,R,127 min,James Ivory,"Kaylie Jones (novel), James Ivory (screenplay), Ruth Prawer Jhabvala (screenplay)","Kris Kristofferson, Barbara Hershey, Leelee Sobieski, Jane Birkin","This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful...",6.9,2127
1802,2278,Ronin,1998,R,122 min,John Frankenheimer,"J.D. Zeik (story), J.D. Zeik (screenplay), David Mamet (screenplay)","Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgård",A freelancing former U.S. intelligence agent tries to track down a mysterious package that is wanted by both the Irish and the Russians.,7.3,153271
1803,2279,Urban Legend,1998,R,99 min,Jamie Blanks,Silvio Horta,"Jared Leto, Alicia Witt, Rebecca Gayheart, Michael Rosenbaum",A college student suspects a series of bizarre deaths are connected to certain urban legends.,5.5,50872
1804,2280,Clay Pigeons,1998,R,104 min,David Dobkin,Matthew L. Healy,"Joaquin Phoenix, Gregory Sporleder, Georgina Cates, Scott Wilson","Clay is a young man in a small town who witnesses his friend kill himself because of the ongoing affair that Clay was having with the man's wife. Feeling guilty, Clay now resists the widow ...",6.6,9727
1805,2282,Pecker,1998,R,87 min,John Waters,John Waters,"Edward Furlong, Christina Ricci, Bess Armstrong, Mark Joy","A talented young photographer, who enjoys snapping photos of his satirical, perverted Baltimore neighborhood and his wacky family, gets dragged into a world of pretentious artists from New York City and finds newfound fame.",6.4,12135
1806,2283,The Sheltering Sky,1990,R,138 min,Bernardo Bertolucci,"Paul Bowles (book), Mark Peploe (screenplay), Bernardo Bertolucci (screenplay)","Debra Winger, John Malkovich, Campbell Scott, Jill Bennett","The American artist couple Port and Kit Moresby travel aimlessly through Africa, searching for new experiences that could give sense to their relationship. But the flight to distant regions only leads both deeper into despair.",6.8,9427
